Review_title,Date,Body,Star_rating,Comments
Battery life,Reviewed in India 🇮🇳 on 9 August 2022,Product description mentioned 220mah battery(charging time 2.25hrs and 5.0 Bluetooth) and its working time will be 7days and if we use with Bluetooth calling it will be 2 days.but in online product description they mentioned 300mah battery and having fast charging.I used it for 2days without Bluetooth calling the battery life only stands for  one and half day.so there is no return option so i replaced it.,1,
Not good,Reviewed in India 🇮🇳 on 9 October 2022,"Bluetooth Disconnects frequently and many save contact name not display on incoming call, also time icorrect",1,
Phone was auto restarting after connected,Reviewed in India 🇮🇳 on 25 September 2022,After enabling allow notifications. My Samsung mobile keep auto restarting. Seems it has damaged internally.. it's bad experience. It's a loss. Be careful.  Thank you,1,
Worth it,Reviewed in India 🇮🇳 on 28 July 2022,Wort,5,
Built in quality is good overall performance is also great. Bt lots of features are missing .,Reviewed in India 🇮🇳 on 26 July 2022,Loved it,5,
Good smart watch,Reviewed in India 🇮🇳 on 26 July 2022,,5,
Nice but not best,Reviewed in India 🇮🇳 on 25 October 2022,Raise  to wake bot working,1,
Toy like watch,Reviewed in India 🇮🇳 on 26 September 2022,Not cost worthy. Amazon saying that this watch is for 8000/- 😂😂😂 I paid 1700 as offer price 😀. Trulely this watch worth only for 500rs .,1,
secand yous,Reviewed in India 🇮🇳 on 21 October 2022,This prodact secand hand not like this,1,
This happened,Reviewed in India 🇮🇳 on 19 September 2022,I kept it on a washing machine while bathing which is my usual practice. But today this happened. The screen lits but fully fuzzy nothing can be seen,1,
Big issue with battery backup. Not working for one day.,Reviewed in India 🇮🇳 on 14 October 2022,Big issue with battery backup. Not working for one day.,1,
buletooth disconneted problem,Reviewed in India 🇮🇳 on 20 October 2022,do not connet phone  buletooth problem,1,
"Worst band, and dumbest app",Reviewed in India 🇮🇳 on 25 October 2022,"Please don't buy, thank me later.",1,
I loved it,Reviewed in India 🇮🇳 on 26 July 2022,Very good smartwatch,5,
Bar bar disconnect ho rha hai aur fon ki 2ring bajte hi fon apne ap cut kr de rhi h e wathc,Reviewed in India 🇮🇳 on 21 October 2022,Time wrong bta rhi h apne ap,1,
Charging,Reviewed in India 🇮🇳 on 29 October 2022,Decreasing charging very fastly,1,
Bad product not buy,Reviewed in India 🇮🇳 on 29 October 2022,Connectivity problum automatic disconnect,1,
Waste product dont bye it money waste iam not able to operate songs in wach,Reviewed in India 🇮🇳 on 3 October 2022,Song sound is coming but when I want to change the song or stop its not working,1,
Bad experience,Reviewed in India 🇮🇳 on 4 October 2022,"The media could not be loaded.
                



 Side button problem separate from watch  i got this watch tomorrow bad experience and now i go for replacement bt system not accept it please solve my problem",1,
"It's software is defective , not working properly, can't  sign with phone.",Reviewed in India 🇮🇳 on 14 October 2022,"The media could not be loaded.
                



 Total software is defective.It's a big question that amazon great India sale is good for customer? This sale reduce product price and sent defective item.",1,
Battery life khrab hae touch shi se kam nhi kar rha hae,Reviewed in India 🇮🇳 on 7 October 2022,Battery life acchi Nahin Hai touch bhi badhiya Kam Nahin kar rahi call me,1,
Very nice in this price all features available as like phone calling and music,Reviewed in India 🇮🇳 on 26 July 2022,"The media could not be loaded.
                



 Very nice product in this range deserve it's price",5,
Bad display  & bad battery backup,Reviewed in India 🇮🇳 on 4 October 2022,Very bad display & not glistenNot battery backup 10 days only 2 & 3Days battery backup,1,
Value for money,Reviewed in India 🇮🇳 on 26 July 2022,"The media could not be loaded.
                



 Good product from boat and value for money",5,
battery backup issue,Reviewed in India 🇮🇳 on 21 October 2022,Bluetooth connectivity and battery backup issue,1,
Very bad product battery drain very fast.. and not accuracy,Reviewed in India 🇮🇳 on 10 October 2022,Very bad product...battery drain very fast. Not good touch response ...,1,
Touch,Reviewed in India 🇮🇳 on 17 October 2022,I am not satisfied of dis product,1,
Waste of money,Reviewed in India 🇮🇳 on 10 October 2022,Not upto the mark is gets disconnected regularly from the phone,1,
Dissatisfied,Reviewed in India 🇮🇳 on 22 October 2022,Worst quality and waste of money,1,
Dissatisfied with the product.,Reviewed in India 🇮🇳 on 17 August 2022,"Blootooth Calling feature is not of any use.There is no Camera in watch, watch can be used as a remote only to click photos from your phone. There is no music in watch, play button in watch is just to play playlist in phone.Look wise not too good.",1,
Poor Bluetooth quality,Reviewed in India 🇮🇳 on 14 October 2022,Very disappointed by the Bluetooth connectivity. Poor quality,1,
Bad,Reviewed in India 🇮🇳 on 18 October 2022,"Battery backup is 5 hours only, very bad",1,
It's not value this  price,Reviewed in India 🇮🇳 on 23 September 2022,Smart notification is not goodCalling function not goodAnd spo2 monitoring very badTonch problem is alwaysSo don't bay boat smart watch again.,1,
Not worth for you pay,Reviewed in India 🇮🇳 on 26 July 2022,The battery drains very fast on call. I used the watch on call for 28-30 min and the battery reading was reduced from 100 to 62%. Touch is slow. sometimes charging reading is not accurate. When I started charging this from 60 to 85 -> around 25 min and 85% to 99% within 2-3 min and 99 to 100% it took around 30 min.Think before you pay for this.,1,
battery is not connecting in bluetooth is automatically disconnected,Reviewed in India 🇮🇳 on 6 October 2022,battery is not connecting in bluetooth is automatically disconnected,1,
Worst dispay same as a 400rs smart watch display,Reviewed in India 🇮🇳 on 7 October 2022,Worst dispay same as a 400rs smart watch display,1,
Touch screen tuti hui h,Reviewed in India 🇮🇳 on 17 October 2022,Touch screen tuti hui nikli,1,
Defective screen.,Reviewed in India 🇮🇳 on 24 October 2022,"The media could not be loaded.
                



 Screen is not responding. Blinking problem. Brightness is too low even after putting on high brightness.",1,
1,Reviewed in India 🇮🇳 on 22 October 2022,Build quality very bad,1,
Amazon is edge to bankruptcy,Reviewed in India 🇮🇳 on 1 August 2022,Sorry for this review actually i like the watch and its very good but i am giving this rating because of delivery speed for prime customers they said one day delivery but took 3 more days extra every order is taking 4 days extra to deliver then given date i think in few days amazon is going to sold the company,1,
Nice product from boat,Reviewed in India 🇮🇳 on 4 August 2022,The media could not be loaded.,5,
Defective product,Reviewed in India 🇮🇳 on 27 September 2022,"Defective product delivered, Bluetooth calls are not made, not expected from the brand like boat.",1,
Not good for fitness tracking,Reviewed in India 🇮🇳 on 22 August 2022,Not good for fitness tracking.Sensors are not accurate even you can take heart rate of a empty bottle.Blootooth calling feature is good.If you can spend this much of money for good looking smart watch You should buy this.,1,
Good product,Reviewed in India 🇮🇳 on 7 October 2022,This watch is not up to that expectations.,1,
Nice amazone soping,Reviewed in India 🇮🇳 on 28 July 2022,"The media could not be loaded.
                



 Bed prodect",5,
Its Most Worst Smartwatch,Reviewed in India 🇮🇳 on 19 October 2022,Its Most Worst Smartwatch,1,
Very bad experience,Reviewed in India 🇮🇳 on 8 October 2022,Watch is not able to connect with phone,1,
Best quality,Reviewed in India 🇮🇳 on 25 October 2022,,1,
Poor quality,Reviewed in India 🇮🇳 on 25 October 2022,Poor quality,1,
This product is not quality,Reviewed in India 🇮🇳 on 4 October 2022,It does not Battert life  per day 40%,1,
Watch is superb untill Call BT is showing in Bluetooth list,Reviewed in India 🇮🇳 on 29 August 2022,"Watch is superb untill Call BT is showing in Bluetooth list. After 10 days, it is not showing in list. All working fine except calling feature. Please help me to get out of this.",1,
"Waste .....whatsup,msg notifications are not show in watch",Reviewed in India 🇮🇳 on 8 October 2022,"Waste .....whatsup,msg notifications are not show in watch",1,
Bluetooth not working properly,Reviewed in India 🇮🇳 on 8 October 2022,Bluetooth not working properly very bad quality,1,
Battery draining issue,Reviewed in India 🇮🇳 on 27 September 2022,Ihave charged 100%at night morning I was 10% battery draining issue,1,
Damage pieces taken for gift and I don't have now return policy or replacement,Reviewed in India 🇮🇳 on 17 August 2022,This new version display damage after 10-14 days  I taken this to gift and it make me down.... Just my cousin wear this for 1 days almost and the display showing damge after Turing on this watch,1,
Display isn't up to the mark,Reviewed in India 🇮🇳 on 27 September 2022,"Display looks greyish, blurry instead of pure black hd.....",1,
Screen not working properly...,Reviewed in India 🇮🇳 on 2 October 2022,Screen not working properly 😞😞 West of money....,1,
Worst Product,Reviewed in India 🇮🇳 on 9 October 2022,Worst Product with worst service,1,
Return policy is very bad...battery backup only one day,Reviewed in India 🇮🇳 on 21 October 2022,Dislike,1,
Poor quality,Reviewed in India 🇮🇳 on 8 October 2022,Not satisfied .very poor options.quilty issue,1,
Wrong and missing product,Reviewed in India 🇮🇳 on 20 October 2022,,1,
Don't purchase Don't waste your money,Reviewed in India 🇮🇳 on 29 July 2022,Don't waste your money guys for purchasing this product because battery draining is very fast. When I calling somebody will check battery indicator  showing full but after 2 hours battery indicator showing as per pic which is I m shared.Please checkedAnyone from Boat company side pls call me,1,
Duplicate  items received not a original boat smartwatch,Reviewed in India 🇮🇳 on 5 October 2022,Not supported boat appDuplicate items received,1,
Not working,Reviewed in India 🇮🇳 on 13 October 2022,Very bad battery problem,1,
Worst product ever,Reviewed in India 🇮🇳 on 8 October 2022,Worst connectivity worst calling function,1,
Fake sensors,Reviewed in India 🇮🇳 on 3 September 2022,Provided fake heart rate and spo2 sensors I didn't expect that boat also will provide fake sensors in there product.that not expected from boat,1,
Worst,Reviewed in India 🇮🇳 on 7 October 2022,This is worst don’t buy,1,
Packing very bad,Reviewed in India 🇮🇳 on 17 October 2022,Bad,1,
Wrust product,Reviewed in India 🇮🇳 on 22 October 2022,No return,1,
It stopped working after 2-3 months don't go for it...,Reviewed in India 🇮🇳 on 23 September 2022,It stopped working after 2-3 months don't go for it...,1,
Very poor quality,Reviewed in India 🇮🇳 on 3 October 2022,Product quality very poor not satisfied,1,
Product is not working,Reviewed in India 🇮🇳 on 10 October 2022,Product is not working,1,
Waste,Reviewed in India 🇮🇳 on 18 October 2022,Waste,1,
Ver bad,Reviewed in India 🇮🇳 on 10 October 2022,Bad,1,
Not able to connect any phone,Reviewed in India 🇮🇳 on 9 October 2022,No,1,
Good,Reviewed in India 🇮🇳 on 6 October 2022,,4,
Ordered this watch and what i have received was a local watch not even the digital one.,Reviewed in India 🇮🇳 on 8 October 2022,,1,
Battery back up is too poor,Reviewed in India 🇮🇳 on 8 October 2022,Battery backup,1,
Bad watch,Reviewed in India 🇮🇳 on 31 July 2022,I love the matt blk colour. Screen size is good and  also super responsive.But it is a scratch magnet. At times even if it is full charged it just turns off. Disconnect from phone very frequently,1,
POOR,Reviewed in India 🇮🇳 on 9 October 2022,Poor,1,
Battery draining automatically,Reviewed in India 🇮🇳 on 20 September 2022,Battery draining automatically after full charge within 2hrs,1,
Charging goes off very quickly,Reviewed in India 🇮🇳 on 26 September 2022,Charging goes off very quickly,1,
not good..,Reviewed in India 🇮🇳 on 14 September 2022,betery life is not good..this product quality are very bad,1,
Very bad product. Battery is not working,Reviewed in India 🇮🇳 on 5 September 2022,When my watch was 26% I plugged it in charge and it showed 0%.,1,
Terrible,Reviewed in India 🇮🇳 on 13 September 2022,It’s a scam by boat. Don’t fall for it.,1,
Battery draining very fast😒,Reviewed in India 🇮🇳 on 1 September 2022,After 10days battery is draining very fast without BT callWorst product.. not buy this product😏,1,
Not good watch,Reviewed in India 🇮🇳 on 24 August 2022,"Music control option not work properly  some time car bt option to connect bluetooth calling not show, overall bad experience.",1,
Bluetooth calling is working fine.,Reviewed in India 🇮🇳 on 9 October 2022,Other than the advertised feature bluetooth calling which is working and that is the reason I baught for my son who now will not miss my call ( hopefully),4,
Battery life is very less.,Reviewed in India 🇮🇳 on 6 August 2022,I don’t like the watch. Because battery is completing fastly. And when we connected it is automatically disconnecting. I am not getting calls and I can’t do calls from the watch,1,
Watch incoming  speakers not working,Reviewed in India 🇮🇳 on 22 October 2022,"The media could not be loaded.
                



 Watch incoming speakers not working",1,
Bakwas display. 3 hi din me crack aagaya.,Reviewed in India 🇮🇳 on 2 October 2022,Screen bakwas.,1,
Music control not working and connectivity very poor,Reviewed in India 🇮🇳 on 5 September 2022,Connectivity very bad and music control bhi nhi hota failed hai music control,1,
Battery is a very bad,Reviewed in India 🇮🇳 on 18 October 2022,"The media could not be loaded.
                



 battery is a very bad.not good",1,
watch quality not good,Reviewed in India 🇮🇳 on 27 October 2022,"The media could not be loaded.
                



 quality not good",1,
Very bad product,Reviewed in India 🇮🇳 on 4 September 2022,"The media could not be loaded.
                



 Very bad product , don't buy this product, this not a calling watch . Calling & music control are not working .....",1,
Touch screen very bad,Reviewed in India 🇮🇳 on 1 October 2022,Very worst,1,
Don't buy..worst watch..,Reviewed in India 🇮🇳 on 5 August 2022,After 2 days of using this watch bt call stop working..and Battery also drains fast.swiched off the watch at 38% charge next day morning it shows 0% battery..dont buy..,1,
Battery issue and Bluetooth problem,Reviewed in India 🇮🇳 on 21 September 2022,I have issues battery problem,1,
Poor battery backup,Reviewed in India 🇮🇳 on 15 August 2022,"Battery backup very poor, daily charging required while connected with phone. It takes almost 3 hours to get fully charged (from 0 to 100%).",1,
Battery  backup is very bad so I sagest every costomers can't purchase  this watch,Reviewed in India 🇮🇳 on 2 October 2022,Display,1,
Good product but defective,Reviewed in India 🇮🇳 on 16 September 2022,The product is good. Battery is amazing.  Only problem I faced was the sleep function is not working since day 1. I dropped an email to Boat hut no response.  So in short pathetic customer service,3,
Battery life is so doubtful,Reviewed in India 🇮🇳 on 30 September 2022,,4,
Isme bp ka option bhi hona chaiye,Reviewed in India 🇮🇳 on 29 September 2022,Smartely used,1,
Not working properly connecting problem,Reviewed in India 🇮🇳 on 26 August 2022,Not working properly and connecting problem all apps is not working properlyWorking very slow,1,
Worthless,Reviewed in India 🇮🇳 on 10 August 2022,A smartwatch atleast have the feature of gettinf notification but nothing is working. And when I tried to replace it then the aeller refised it. Highly disappointed..,1,
Battery capacity 1 day only. Mane issue is i am facing screen problem linens in screen display,Reviewed in India 🇮🇳 on 5 October 2022,"The media could not be loaded.
                



 Facing screen problem in line. And bettery problem",1,
Battery life is not good,Reviewed in India 🇮🇳 on 19 September 2022,Battery life is not good.,1,
"I Ordered this watch 2time, both times received damaged pic's",Reviewed in India 🇮🇳 on 26 September 2022,,1,
Boring ui try fire bolt ninja pro much better nice ui lot of features games etc dont buy this,Reviewed in India 🇮🇳 on 24 September 2022,Boring ui lot of features missing try firebolt ninja pro is much better features games calculator weather alaram widgets nice ui boat is boring,4,
Call function not working,Reviewed in India 🇮🇳 on 24 September 2022,"The media could not be loaded.
                



 Call function is problems it is a not working properly and not conneting  call BT with bluetooth",1,
Dial is too big & belt color is not sober,Reviewed in India 🇮🇳 on 26 September 2022,Not open,1,
Getting off automatically,Reviewed in India 🇮🇳 on 26 September 2022,Not good,1,
bad product,Reviewed in India 🇮🇳 on 5 September 2022,Don't buy it will be a waste of money,1,
Fake smart watch ⌚,Reviewed in India 🇮🇳 on 2 September 2022,Fake product because change is not in Box,1,
Battery problem,Reviewed in India 🇮🇳 on 31 July 2022,Am not using bluetooth calling option but battery comming only one day.... Please don't buy this product and product return also is not working,1,
Watch me call nahi ho rahi h ..galat likha hua tha ki bluetooth calling h watch me,Reviewed in India 🇮🇳 on 28 September 2022,"The media could not be loaded.
                



 Not working properly ..no bluetooth calling",1,
Pathetic product by boat and even Pathetic service from Amazon not allowing to return.,Reviewed in India 🇮🇳 on 4 August 2022,"Pathetic service by Amazon, not allowing me to return this pathetic product. Please do not waste your Money.AMAZON customer care is useless.",1,
Display shakeing,Reviewed in India 🇮🇳 on 3 October 2022,"The media could not be loaded.
                



 Display shakeing not working properly",1,
Poor Product,Reviewed in India 🇮🇳 on 27 July 2022,"Poor battery, infact display too is very poor ,Mobile app is also too slow as it takes 1 minutes to change the face of watch, need refund",1,
Not more useful,Reviewed in India 🇮🇳 on 28 August 2022,Not more useful or Mobile needed always with you,1,
Company fools the customer,Reviewed in India 🇮🇳 on 30 July 2022,Surprised to see that heart rate and SPO2 working on every thing. Company fools the customer. Will never buy any boat product,1,
Not connect battery is a problem,Reviewed in India 🇮🇳 on 29 August 2022,Not connect battery low one day not good,1,
Not upto the mark,Reviewed in India 🇮🇳 on 12 September 2022,Ok not so good,1,
Battery problem,Reviewed in India 🇮🇳 on 11 August 2022,Recieved product is have battery life problem it working just for an hour's once charge. Bad product,1,
Watch is not good very bad,Reviewed in India 🇮🇳 on 19 October 2022,The media could not be loaded.,1,
Overall its a nice watch,Reviewed in India 🇮🇳 on 3 October 2022,The media could not be loaded.,4,
Display problem late lif problem sir,Reviewed in India 🇮🇳 on 13 October 2022,"The media could not be loaded.
                



 Display problem",1,
Very poor connectivity with app please don't buy this watch,Reviewed in India 🇮🇳 on 3 September 2022,I very much disappointed with this,1,
Very bad prodect,Reviewed in India 🇮🇳 on 15 September 2022,Bad product,1,
battery drain quickly...battery life only 2 hour,Reviewed in India 🇮🇳 on 11 October 2022,"The media could not be loaded.
                



 worst backup",1,
This time bad experience,Reviewed in India 🇮🇳 on 14 September 2022,The watch is fine but i get it without changing cable which is mentioned in the package. Suggest to every online buyers when pick your package make video while picking up otherwise every online sale executive mislead you while the return time period.  After that you no chance to return your package.  That time you have single option is taken in same bloody contion. 😠😠😠,4,
Not bad,Reviewed in India 🇮🇳 on 12 October 2022,"The media could not be loaded.
                



 Bad in contacting",1,
Values are not accurate,Reviewed in India 🇮🇳 on 13 August 2022,"Product was not good, it gives bpm and spo2 values on non living things",1,
Very bad,Reviewed in India 🇮🇳 on 13 September 2022,Very bad,1,
Display is not working at all,Reviewed in India 🇮🇳 on 2 September 2022,Display was not working at all,1,
"dail pad not work, contact not show",Reviewed in India 🇮🇳 on 4 October 2022,"The media could not be loaded.
                



 touch screen problem",1,
Bad,Reviewed in India 🇮🇳 on 5 October 2022,"The media could not be loaded.
                



 Changing not saport to",1,
Quality is not good,Reviewed in India 🇮🇳 on 7 September 2022,Quality is not good,1,
Battery problem,Reviewed in India 🇮🇳 on 14 September 2022,Battery problem,1,
Overall value for money.,Reviewed in India 🇮🇳 on 28 September 2022,"The media could not be loaded.
                



 I got this at 1699 Rs. And at this price it is quite good than other products at this range .",4,
Wrust product,Reviewed in India 🇮🇳 on 18 October 2022,The media could not be loaded.,1,
Wurst produt no one buy .its disconnected automatically,Reviewed in India 🇮🇳 on 25 August 2022,Waste for money call are not working properly,1,
अमेझॉन हे रिटर्न ऑर्डर घेत नाहीत,Reviewed in India 🇮🇳 on 31 August 2022,तुमचे ॲप ग्राहकांना रिस्पॉन्स देत नाही,1,
Calling function is working,Reviewed in India 🇮🇳 on 27 July 2022,Call BT option not showing for pairing device also automatically disconnected blutooth in watchI can't access calling function in smart watch 😥,1,
Waste of money.,Reviewed in India 🇮🇳 on 17 August 2022,Keeps disconnecting. Doesnt even show call notifications. Conplete waste of money..,1,
Speaker not working,Reviewed in India 🇮🇳 on 28 August 2022,Smart watch's speaker is not working properly..,1,
Yrs,Reviewed in India 🇮🇳 on 12 October 2022,"The media could not be loaded.
                



 Yes Yes",1,
Poor quality maybe used product,Reviewed in India 🇮🇳 on 9 September 2022,Display not appropriate,1,
It's defective,Reviewed in India 🇮🇳 on 10 September 2022,Defective product,1,
Watch not connecting to device,Reviewed in India 🇮🇳 on 8 August 2022,"It's not useful to my phone, big problem with the watch while connecting to phone",1,
Poor Battery life last only 1 day.,Reviewed in India 🇮🇳 on 23 August 2022,Worst battery life ever on a smart watch.,1,
Pathatic china product with name of boat,Reviewed in India 🇮🇳 on 17 August 2022,Bluetooth calling future is hype nothing real every time disconnect call,1,
The display is very bad . It's looking like a cheap product's watchface.,Reviewed in India 🇮🇳 on 19 August 2022,Not satisfied with the product. The worst Watch ever.,1,
Poor product and battery life,Reviewed in India 🇮🇳 on 31 August 2022,Poor touch and battery backup,1,
Colour is different and charging is not working,Reviewed in India 🇮🇳 on 15 October 2022,The media could not be loaded.,1,
Sahi nhi tha,Reviewed in India 🇮🇳 on 31 August 2022,Sahi nhi mila tha aur,1,
"Duplicate product,  I want to exchange the product with original one or you can refund",Reviewed in India 🇮🇳 on 18 October 2022,The media could not be loaded.,1,
Worst smartwatch ever,Reviewed in India 🇮🇳 on 2 August 2022,Disconnects with the phone everytime and Bluetooth calling feature the worst one and had returned the watch.,1,
Steps are resetting automatically,Reviewed in India 🇮🇳 on 5 September 2022,Steps are resetting automatically,1,
Bluetooth not connecting,Reviewed in India 🇮🇳 on 24 August 2022,"The media could not be loaded.
                



 1.Worst battery backup2.Range of the Bluetooth is low3.Bluetooth not connecting to mobile4. more bugs",1,
Worst product. Very Very Bad experience. Replacement product also a defective one.,Reviewed in India 🇮🇳 on 13 October 2022,The media could not be loaded.,1,
I am not satisfied this product,Reviewed in India 🇮🇳 on 28 August 2022,Not working on the touch screen,1,
Wrost experience,Reviewed in India 🇮🇳 on 10 September 2022,Nop,1,
Charging cable is missing,Reviewed in India 🇮🇳 on 30 August 2022,Charging cable is missing,1,
Battery capacity...0000,Reviewed in India 🇮🇳 on 13 August 2022,Product quality is not good battery capacity very low,1,
System will be crushed,Reviewed in India 🇮🇳 on 26 September 2022,"The media could not be loaded.
                



 System crashed",1,
Boat wave smartwatch,Reviewed in India 🇮🇳 on 27 July 2022,Battery Two-days. Charge noat7days only 2dayescharge veray bad charges worest watch my purchase Two-days back,1,
Pathetic experience from Boat,Reviewed in India 🇮🇳 on 31 August 2022,"The media could not be loaded.
                



 Music control not working, call notification problem,  slow touch",1,
Battery is not running 24 hrs,Reviewed in India 🇮🇳 on 4 October 2022,The media could not be loaded.,1,
Worst battery life,Reviewed in India 🇮🇳 on 27 July 2022,Battery backup is worst battery drains from 100% to 10% in 7 hours only....Worst Product,1,
DON’T BUY,Reviewed in India 🇮🇳 on 12 August 2022,Not able to charge. charger or watch senor problem.,1,
Worst watch item defective,Reviewed in India 🇮🇳 on 27 September 2022,"The media could not be loaded.
                



 Item defective",1,
Not satisfied,Reviewed in India 🇮🇳 on 29 August 2022,Disliked the product,1,
Battery life not good,Reviewed in India 🇮🇳 on 29 September 2022,The media could not be loaded.,1,
Call aaya wala Nahin dikh raha screen per,Reviewed in India 🇮🇳 on 27 August 2022,,1,
Tuch bad shai nhi chal raha h number aur wagera shai tipe nhi hora h....,Reviewed in India 🇮🇳 on 28 September 2022,The media could not be loaded.,1,
Iska side button alag ho gaya ...Iske liye kya kare,Reviewed in India 🇮🇳 on 14 August 2022,Abhi tak iska resolution nahi hua ....,1,
Worst,Reviewed in India 🇮🇳 on 9 September 2022,"The media could not be loaded.
                



 Worst watch it's stoked",1,
Vibration and controls are not working and app is fake you can't control anything g,Reviewed in India 🇮🇳 on 26 July 2022,Manufacturer defect i returned it and even now it's showing some issues ...,1,
Smart watch,Reviewed in India 🇮🇳 on 30 August 2022,"The media could not be loaded.
                



 Watch service performance is not good.",1,
It is not new,Reviewed in India 🇮🇳 on 8 August 2022,The product is not new its old watch,1,
Charging cable missing,Reviewed in India 🇮🇳 on 24 August 2022,Charging cable missing,1,
Connectivity issue..,Reviewed in India 🇮🇳 on 27 July 2022,Bluetooth failure just after 1 day of purchase else everythng is gud🤣,1,
Product is very bad,Reviewed in India 🇮🇳 on 21 August 2022,Product is disliked,1,
Charging port is very poor,Reviewed in India 🇮🇳 on 12 August 2022,Charging port is very poor,1,
Bluetooth connectivity not good,Reviewed in India 🇮🇳 on 12 August 2022,Battery life is very poor,1,
Battery Backup problem don't buy.,Reviewed in India 🇮🇳 on 18 August 2022,Battery Backup problem.....😞,1,
Some time caller name not showing,Reviewed in India 🇮🇳 on 24 August 2022,,1,
Ghatiya,Reviewed in India 🇮🇳 on 20 August 2022,Very ghatiya,1,
No battery back up,Reviewed in India 🇮🇳 on 14 August 2022,No battery back up,1,
BT Bluetooth not working what is the problem,Reviewed in India 🇮🇳 on 1 August 2022,BT Bluetooth not working what is the problem,1,
Battery life very poor &bluetooth not perfect work,Reviewed in India 🇮🇳 on 13 August 2022,Battery life very poor,1,
Worst battery backup,Reviewed in India 🇮🇳 on 4 August 2022,Battery will last less than 1 day,1,
I like boat watches,Reviewed in India 🇮🇳 on 29 September 2022,Boat watches are really good. The only thing that I found that if more sports more available then it will be more good,5,
Don't buy boat wave call.,Reviewed in India 🇮🇳 on 26 July 2022,"The media could not be loaded.
                



 BoAt wave call smart watch which can detect heart rate and spo2 for an ac remote.which  is an unbelievable thing.hats off to boAt.",1,
Best,Reviewed in India 🇮🇳 on 25 September 2022,Best smart watch with bluetooth calling feature in budget👍🏻i love calling  feature with clear voiceAnd display is also good,5,
Amazing product from boat ⛵,Reviewed in India 🇮🇳 on 24 September 2022,Best product. Value for money everyone should go for this... I recommend to all best smart watch under 2k.......good product,5,
Its the best watch for trips and teens,Reviewed in India 🇮🇳 on 23 September 2022,Its very comfortable and suits me very well its touchscreen is kinda bad but the best watch i have purchased so far,5,
High cost,Reviewed in India 🇮🇳 on 23 September 2022,High price and not received perfect watch the event by visiting our booth but nyc product in to the future,5,
Good,Reviewed in India 🇮🇳 on 23 September 2022,,5,
Very Good watch,Reviewed in India 🇮🇳 on 22 September 2022,,5,
The product is very good,Reviewed in India 🇮🇳 on 7 September 2022,"I like the product very much,it's touch screen and battery backup is too good ...After all is completely a good product and velue for money.....",5,
Premium Quality offered at an affordable Price,Reviewed in India 🇮🇳 on 4 September 2022,"Addition of font colors, Screensaver, adjustment of label ""Time"" to free space instead of ""Above"" & ""Below"" would be appreciated in software upgrade...!!!! By far excellent",5,
Worst watch ever better to buy noise watches,Reviewed in India 🇮🇳 on 22 September 2022,Alredy replaced 1 time  after using of 2 -3 months...watch automatically  restarted after using call feature and after some time call Bluetooth is not shown in the Phone..already tried evry thing but still the Watch BT feature is worst in this watch,1,
Crap product not worth,Reviewed in India 🇮🇳 on 23 September 2022,"Very cheap quality product, please don't waste money on it.You will not be able to connect it to your phone. Pathetic display .",1,
Not worth it !!!!!  PLEASE STAY AWAY,Reviewed in India 🇮🇳 on 24 September 2022,"Have brought this during Amazon's dushhera festival sale....To start with, the magnetic charging cable itself was missing from the box....since I had another smartwatch order delivered on the same day and fortunately that had come with the cable, I used it to charge this watch... believe it or not, the watch was already charged to about 95%, which made me circumspect and think that it may be a faulty returned product that has been pushed during festival sale...then came the next shocker.... in spite of hell of an effort I could not make or receive calls over it as the CALL BT with which it needed to pair was visible in none of the 3 phones I tried ...the biggest and worst shocker came when I tried to get replacement for this, the Amazon CC have asked me to wait for 4 days just to investigate the matter and replace the faulty and incomplete product.I am not leaving this untill my problem is resolved.Would write another review once I get the new replacement.Received the replacement today i.e. on 30th October and beleive it or not it doesn't have the DISPLAY AT ALL.PLEASE STAY AWAY",1,
"Not Good don, t buy this watch",Reviewed in India 🇮🇳 on 5 September 2022,"Don,t buy this watch not working properlyAnd build quality not best or battery life not better only 1/2 days",1,
Used product received,Reviewed in India 🇮🇳 on 22 September 2022,,1,
Don't buy,Reviewed in India 🇮🇳 on 31 August 2022,"Bad product of Boat it's not expect from Boat.Poor Battery backup.Hart rate showing wrong, always showing 72BPM.Spo2 showing wrong.",1,
Lastest watch,Reviewed in India 🇮🇳 on 27 July 2022,"It's the newly launched watch with brand new latest inbuilt features, the best featurer of this product is its calling features which help you to manage your mobile using smartphone",5,
Perfect Smartwatch.,Reviewed in India 🇮🇳 on 2 August 2022,Have been using it for 3 days now and i have to say its much better than the other resonably priced smart watches in market now. Connectivity to the app is smooth without any issues. The watch faces can be customized. Health reading are correct by far. Battery backup after 1 day is use is 80 percentage. So i can expect the battery backup to last about 5 days.,5,
Happy to have,Reviewed in India 🇮🇳 on 12 September 2022,Liked the look and design of this watch. Very Premium and amazing color! Fully loaded with features including calling feature and voice-over call is clear. Reasonable price and timely delivery.,4,
Smart watch calling watch,Reviewed in India 🇮🇳 on 28 July 2022,Good quality watch charging used 4 days still 70%charging is there u can calling u can ans with this smart watch nofication n heart rate walking step to many featured very nice cool watch light weight happy to have this wave calling watch,5,
Just wow!,Reviewed in India 🇮🇳 on 26 October 2022,Good quality smart watch. It's a multitasking beast in this price !! It is worth buy if you are looking a great deal in best price equipped with all the necessary features and customisation!!!Value for money product.,5,
